featureId,feature,featureColor,featureLayer,featureWeight
12111195601,"-23.362505581964753,120.2099883107996739;-23.362593594432377,120.2097441021319452;-23.362653335474187,120.2095368611578023;-23.362679908179254,120.2094410158027606;-23.362711909883891,120.2093045824767296;-23.362728365131428,120.2092260476037376;-23.362745826602194,120.2091018386900700;-23.362749835954716,120.2089736189264780;-23.362745883155838,120.2089035915428600;-23.362714676286543,120.2087858343233824;-23.362679403952083,120.2086764879045891;-23.362562909647263,120.2087457246480206;-23.362578150079099,120.2088110582463087;-23.362600239743457,120.2089213817983806;-23.362610508849211,120.2090054932781562;-23.362604965453544,120.2091305832337076;-23.362581177715542,120.2092756238043275;-23.362531279437888,120.2094789533204576;-23.362453556387341,120.2097360727165220;-23.362384248558155,120.2099293271760606;-23.362505581964753,120.2099883107996739",blue,Jimblebar Lanes,1
12114834778,"-23.379997971743990,120.0945024694941489;-23.380003387323579,120.0945089248767897;-23.380007809123414,120.0945174340595261;-23.380010695457196,120.0945278013989519;-23.380011414236675,120.0945402224584233;-23.380009332620295,120.0945575334885067;-23.380001110506810,120.0945774847870777;-23.379982320934854,120.0946096607689501;-23.379946190984270,120.0946580709047277;-23.379892992056211,120.0947208569515136;-23.379857226363946,120.0947584109533919;-23.379821371860039,120.0947907813779225;-23.379812070670581,120.0947952796922614;-23.379889950480483,120.0949381755253701;-23.379912708112710,120.0949225285603057;-23.379980263011118,120.0948604281152011;-23.380078260963069,120.0947450269848850;-23.380128845153800,120.0946693307331663;-23.380153872320852,120.0946106505008440;-23.380163637935639,120.0945606737153435;-23.380163291059126,120.0945105984369528;-23.380152560234360,120.0944624785150288;-23.380131896299286,120.0944184656514198;-23.380102201515702,120.0943808093819928;-23.379997971743990,120.0945024694941489",blue,Jimblebar Lanes,1
12114972013,"-23.382934608188645,120.1915552618667238;-23.382953021086707,120.1915774644561007;-23.382993274875011,120.1916325304209164;-23.383208438681672,120.1919423857334679;-23.383269725517999,120.1920135906659733;-23.383323705280914,120.1920622025535766;-23.383368030281818,120.1920887102523280;-23.383421748297039,120.1921053404652481;-23.383451543387135,120.1921078853812629;-23.383453035407223,120.1919418155952458;-23.383443915858672,120.1919425973991600;-23.383419630767740,120.1919320329939038;-23.383397875369018,120.1919159917801827;-23.383364296900676,120.1918825407848654;-23.383332886460941,120.1918453734145924;-23.383281711641612,120.1917759296298872;-23.383129906662098,120.1915537103341078;-23.383046149246693,120.1914414265117398;-23.382934608188645,120.1915552618667238",blue,Jimblebar Lanes,1
12115001543,"-23.379414474330614,120.1475039571331470;-23.379412199941160,120.1475640081624250;-23.379422561652978,120.1476400019802683;-23.379465307635663,120.1478210386777391;-23.379477117759604,120.1478838291580553;-23.379481618996623,120.1479303838034193;-23.379481603651529,120.1479841755799193;-23.379478342624765,120.1480212427824128;-23.379476985144696,120.1480321966518076;-23.379628123657550,120.1480586138318656;-23.379632468670717,120.1480197862451243;-23.379634211724835,120.1479232545741102;-23.379623132963349,120.1478287758965355;-23.379575698941207,120.1476229946616753;-23.379566773895541,120.1475749726661348;-23.379564705336440,120.1475465117845782;-23.379565974562872,120.1475284182732357;-23.379414474330614,120.1475039571331470",blue,Jimblebar Lanes,1
12115075310,"-23.313531010584981,120.1254839564678065;-23.313404806805916,120.1257228811564162;-23.313347804913691,120.1258234189913594;-23.313319622383218,120.1258652768526030;-23.313304990715090,120.1258815111912386;-23.313295959308576,120.1258898238500205;-23.313380973423235,120.1260279278113161;-23.313393436309453,120.1260180505348460;-23.313437963206786,120.1259698365781928;-23.313494058428988,120.1258825021177227;-23.313664075515341,120.1255647510122083;-23.313531010584981,120.1254839564678065",blue,Jimblebar Lanes,1
12115007776,"-23.376121223565594,120.1829547634153405;-23.375905187857921,120.1828527399111198;-23.375852240047591,120.1829847706632188;-23.376067914649664,120.1830865985363487;-23.376121223565594,120.1829547634153405",blue,Jimblebar Lanes,1
12114693533,"-23.372272835539183,120.2058579640041839;-23.372315893936272,120.2058933717106577;-23.372401012430867,120.2059820850469609;-23.372461934506672,120.2060659065715056;-23.372517075768062,120.2061575519603587;-23.372661746521119,120.2060677784598237;-23.372610936741313,120.2059847400507793;-23.372550556826111,120.2058994515147307;-23.372456955976945,120.2057934264278955;-23.372373729841077,120.2057178188537236;-23.372272835539183,120.2058579640041839",blue,Jimblebar Lanes,1
12114259585,"-23.369467247724546,120.2330628174561528;-23.369483763297650,120.2330893232583384;-23.369499373316738,120.2331251203057972;-23.369523727159088,120.2332111888107711;-23.369534912783625,120.2332475723758835;-23.369540505567993,120.2332658619616697;-23.369689590308837,120.2332119825482711;-23.369685350540510,120.2331983876098901;-23.369658829897161,120.2331117321377518;-23.369631041506089,120.2330379866057661;-23.369594222489707,120.2329698152421223;-23.369467247724546,120.2330628174561528",blue,Jimblebar Lanes,1
12114220336,"-23.312623617025130,120.1247651386335271;-23.312610697302430,120.1247938919025987;-23.312580072468480,120.1248513981143849;-23.312360737851012,120.1252357498574354;-23.312320893999005,120.1253262151296481;-23.312297665050107,120.1254114979636841;-23.312290694334845,120.1254758520148826;-23.312443915831187,120.1254801658065873;-23.312444101880321,120.1254609963858226;-23.312454227484701,120.1254151273606129;-23.312467873185123,120.1253735619176727;-23.312486936669247,120.1253307254022034;-23.312523433528666,120.1252621678256766;-23.312700580344149,120.1249556645780690;-23.312762282914608,120.1248355664173251;-23.312623617025130,120.1247651386335271",blue,Jimblebar Lanes,1
12094660137,"-23.383816150231325,120.1863602099145005;-23.383803854756928,120.1864162503278459;-23.383786503078731,120.1864720947899011;-23.383747557247694,120.1865796756889406;-23.383719819389230,120.1866452997658626;-23.383702926723729,120.1866746395833762;-23.383693623776560,120.1866852995012051;-23.383691456250157,120.1866872554180207;-23.383789475188435,120.1868147975171823;-23.383820273962845,120.1867805684864515;-23.383853697379142,120.1867245295140035;-23.383901584437944,120.1866082447371044;-23.383950653808748,120.1864620322518752;-23.383965032238734,120.1863839862534065;-23.383961156254424,120.1863611978360362;-23.383816150231325,120.1863602099145005",blue,Jimblebar Lanes,1
12094357636,"-23.385233911004388,120.1236152299960667;-23.385232542699053,120.1236641315187015;-23.385229370037527,120.1237079471502227;-23.385215153774129,120.1238505432928068;-23.385371622458751,120.1238663002840979;-23.385379866166968,120.1237706492855069;-23.385387132444930,120.1236197393942314;-23.385233911004388,120.1236152299960667",blue,Jimblebar Lanes,1
12084740216,"-23.382035393932623,120.1805217245408699;-23.382080342344825,120.1805784534807950;-23.382242716289419,120.1807831667188531;-23.382282971305331,120.1808339293415489;-23.382317812220363,120.1808730530104137;-23.382389567826859,120.1809614720256901;-23.382717748172256,120.1813659107710682;-23.382826938974887,120.1812615621692946;-23.382498939154390,120.1808573190426918;-23.382436750949073,120.1807807348709596;-23.382395684268617,120.1807266468830247;-23.382356332435207,120.1806749062896058;-23.382190165263607,120.1804738115124351;-23.382144133060303,120.1804181583341478;-23.382035393932623,120.1805217245408699",blue,Jimblebar Lanes,1
12049515197,"-23.376701748357154,120.1470204285568037;-23.376614248833254,120.1470490789364008;-23.376461095446627,120.1471225187187038;-23.376217996800901,120.1472522870284365;-23.376053462756749,120.1473400053064518;-23.375843682896283,120.1474640054977988;-23.375719509308185,120.1475493792507774;-23.375663698823417,120.1475881055244106;-23.375743119874707,120.1477088979322198;-23.375780959622407,120.1476805375755882;-23.375961303768566,120.1475602518995771;-23.376196097431902,120.1474244192230777;-23.376569683628987,120.1472315767278440;-23.376632623535983,120.1472051741476477;-23.376699536832183,120.1471766201673293;-23.376738003701902,120.1471654732222814;-23.376701748357154,120.1470204285568037",blue,Jimblebar Lanes,1
12093467393,"-23.364011621498131,120.2106337192336484;-23.364154374810207,120.2106187650747520;-23.364367822676316,120.2106135960603199;-23.364642936005658,120.2106184071810439;-23.364661083696404,120.2106207556962578;-23.364678600331206,120.2106196810553179;-23.364678281578064,120.2104710201210872;-23.364636296258412,120.2104720930932955;-23.364351160365418,120.2104684549278289;-23.364205251327219,120.2104678581576364;-23.364130308439508,120.2104745036664012;-23.364019971260293,120.2104828094162650;-23.363999203614888,120.2104858399001284;-23.364011621498131,120.2106337192336484",blue,Jimblebar Lanes,1
12042687673,"-23.307814019647073,120.1039137484031486;-23.307822498547422,120.1042596790126383;-23.307820747820757,120.1043831065719024;-23.307961419628054,120.1043850722301694;-23.307965652778640,120.1041053552756227;-23.307966429506772,120.1039146390263842;-23.307814019647073,120.1039137484031486",blue,Jimblebar Lanes,1
11903063640,"-23.400702069065361,120.0898322123108031;-23.400765179955398,120.0898394540540421;-23.400819897609408,120.0898334917885668;-23.400950195707814,120.0898015190178904;-23.400997513291747,120.0897824506146653;-23.401066416965371,120.0897399109079259;-23.401078518885489,120.0897293489842151;-23.400983750706713,120.0896007312712001;-23.400967675202090,120.0896141292176429;-23.400907081058583,120.0896467913646589;-23.400861658595494,120.0896692830102454;-23.400825720385678,120.0896785718663383;-23.400708252779829,120.0896780748390454;-23.400702069065361,120.0898322123108031",blue,Jimblebar Lanes,1
11865212011,"-23.384316534308315,120.1442820661688070;-23.384354536641104,120.1443167889078407;-23.384392271534565,120.1443394818311114;-23.384434791007471,120.1443650113744091;-23.384503585976632,120.1443870217933121;-23.384576719876725,120.1443915257296137;-23.384644802567148,120.1443783269364551;-23.384711446471006,120.1443445893664737;-23.384722916163373,120.1443347120222692;-23.384632847574724,120.1441903483094236;-23.384619572465960,120.1441988562852545;-23.384582278394284,120.1442134264234022;-23.384548057319328,120.1442170428091511;-23.384513387052535,120.1442127371024816;-23.384478718989856,120.1442007049406421;-23.384468247234368,120.1441939558034811;-23.384446130144143,120.1441797728264993;-23.384417154195837,120.1441543420100837;-23.384316534308315,120.1442820661688070",blue,Jimblebar Lanes,1
11771739831,"-23.331846209463006,120.0543336477402938;-23.331723734149252,120.0544794640064083;-23.331556734811882,120.0546634204964862;-23.331650155219849,120.0547689565548560;-23.331816431090512,120.0545890099479467;-23.331948479497079,120.0544350766664563;-23.331846209463006,120.0543336477402938",blue,Jimblebar Lanes,1
11995294880,"-23.362747860169147,120.0715710319303354;-23.362769095409701,120.0708783908902151;-23.362783362557609,120.0702409103976733;-23.362793722283115,120.0700073569864090;-23.362798160795152,120.0699572820343753;-23.362667248994709,120.0699249980398379;-23.362658381484592,120.0699917970424752;-23.362642434805854,120.0701866199928833;-23.362627397151552,120.0709930066143736;-23.362609356948461,120.0715633938325128;-23.362747860169147,120.0715710319303354",blue,Jimblebar Lanes,1
10176470065,"-23.333227954020927,120.0934711722677886;-23.333209895839327,120.0934715622491724;-23.333140185606890,120.0934928785995826;-23.332731667730120,120.0936482600747038;-23.332691934507686,120.0936674267984041;-23.332734332469952,120.0938023981499142;-23.332777314024572,120.0937906646933704;-23.333187276044739,120.0936370437749121;-23.333271527933956,120.0935985150474085;-23.333227954020927,120.0934711722677886",blue,Jimblebar Lanes,1
10210165893,"-23.324225195242588,120.0934644944913137;-23.324252495738888,120.0933494797524534;-23.324253328942363,120.0932773010241325;-23.324244585872405,120.0932243888794075;-23.324225637537682,120.0931800827231045;-23.324184024260497,120.0931430124602435;-23.324146829156124,120.0931271658000189;-23.324096176046573,120.0931279447713999;-23.324048048639507,120.0931372327962059;-23.324024212070807,120.0931369377608881;-23.324024170081051,120.0932841316220381;-23.324043756139859,120.0933084859625249;-23.324069387662393,120.0933468265774663;-23.324075245570376,120.0933852636471056;-23.324072878323756,120.0934543125673859;-23.324225195242588,120.0934644944913137",blue,Jimblebar Lanes,1
11703452306,"-23.385667052089774,120.0713270110732351;-23.385665619803950,120.0712836841438222;-23.385642273384536,120.0711477360592828;-23.385613593026831,120.0710356515995603;-23.385600965323510,120.0709902700387649;-23.385598082086646,120.0709690465408091;-23.385491714167411,120.0709896757685909;-23.385501718093749,120.0710538353709735;-23.385542547835162,120.0713054858711930;-23.385543531152352,120.0713401082823475;-23.385667052089774,120.0713270110732351",blue,Jimblebar Lanes,1
11680091214,"-23.383932198112769,120.0967009632433669;-23.383683981961171,120.0967289180396818;-23.383692509268315,120.0969051600451215;-23.383945329083856,120.0968812154952783;-23.383932198112769,120.0967009632433669",blue,Jimblebar Lanes,1
10811382847,"-23.380951826550521,120.1719509578249228;-23.381280513779906,120.1718445703246416;-23.381349861707036,120.1718272638820307;-23.381369637414099,120.1718198321850828;-23.381392934026309,120.1718138677767345;-23.381356589786220,120.1716639329435991;-23.381299159906288,120.1716822182313239;-23.381004427707539,120.1717680693685932;-23.380912687857309,120.1717850808744093;-23.380951826550521,120.1719509578249228",blue,Jimblebar Lanes,1
11695290224,"-23.376671713718019,120.1054452506589397;-23.376894908477901,120.1054557308263371;-23.376945289823597,120.1054580815398431;-23.377029168163739,120.1054629774218288;-23.377033815045045,120.1053154904650305;-23.376947046688299,120.1053131372699790;-23.376896845253699,120.1053131338463084;-23.376676898016899,120.1053129232397375;-23.376671713718019,120.1054452506589397",blue,Jimblebar Lanes,1
11276570601,"-23.322157065595854,120.1068600709084330;-23.322146669287825,120.1069053530957897;-23.322137976889976,120.1069913215438223;-23.322140293832589,120.1070986118472320;-23.322156957956998,120.1072373957697730;-23.322186418591556,120.1074628342284847;-23.322329715347642,120.1074419141095045;-23.322294928837942,120.1072120741421396;-23.322282154089925,120.1070491330865689;-23.322286066902460,120.1069428212403392;-23.322293032484091,120.1068964629834606;-23.322157065595854,120.1068600709084330",blue,Jimblebar Lanes,1
11352596813,"-23.373385708602851,120.1091664395316895;-23.373385992921783,120.1091192983933026;-23.373391787797882,120.1090621817010742;-23.373399120037246,120.1089965562325163;-23.373414226370066,120.1088989496373090;-23.373473813838541,120.1085970351242108;-23.373484395721400,120.1085342461709995;-23.373525892504576,120.1083466624022351;-23.373558978642019,120.1082069038402763;-23.373430323430721,120.1081769672772009;-23.373426345019487,120.1081967232587229;-23.373398130180617,120.1083518372603065;-23.373290887519952,120.1089067654843168;-23.373262405967158,120.1090473067861573;-23.373257696918873,120.1090962080809579;-23.373254428386963,120.1091595843523214;-23.373385708602851,120.1091664395316895",blue,Jimblebar Lanes,1
11406024064,"-23.385914199285960,120.0740967176525971;-23.385895918941606,120.0736098519174902;-23.385880219128972,120.0732558031472960;-23.385875541049875,120.0731961428567966;-23.385746061507356,120.0732072835949021;-23.385753166293735,120.0733059675404289;-23.385789595840843,120.0741063916747674;-23.385914199285960,120.0740967176525971",blue,Jimblebar Lanes,1
11419829270,"-23.393816551448210,120.0900624605517777;-23.393582863739510,120.0907525442188946;-23.393550061139794,120.0908479001329064;-23.393388575992014,120.0913256579076805;-23.393520746249424,120.0913776004376554;-23.393683494764600,120.0909022878298389;-23.393909504668730,120.0902231576010791;-23.393933722738054,120.0901521541063576;-23.393944118739181,120.0901079477545309;-23.393816551448210,120.0900624605517777",blue,Jimblebar Lanes,1
11874249412,"-23.382726457071736,120.1198191199544555;-23.382732804459401,120.1197242512523932;-23.382736527372579,120.1196506056726681;-23.382739344703840,120.1195863491414462;-23.382588564004366,120.1195716683736189;-23.382582134863803,120.1196366092811436;-23.382587071091472,120.1197408678629960;-23.382583981354651,120.1198105035533949;-23.382726457071736,120.1198191199544555",blue,Jimblebar Lanes,1
11874249153,"-23.335193651708217,120.0482577524461832;-23.335154089859428,120.0483091942480990;-23.335080025239366,120.0484022000705305;-23.334934238861114,120.0486046428181334;-23.334856193625704,120.0487251310772570;-23.334772218410773,120.0487433167513937;-23.334753967511898,120.0487862511255121;-23.334779236505923,120.0488293840740928;-23.334745271403326,120.0488852274031347;-23.334683936020704,120.0489842000908293;-23.334651505184453,120.0490423908020719;-23.334393847477641,120.0495668919628557;-23.334537475932548,120.0496492520793861;-23.334780590113269,120.0491485161121057;-23.334825484728542,120.0490773184210332;-23.334916267766744,120.0489327714355626;-23.335200618494955,120.0485236799088523;-23.335271072812324,120.0484260770883035;-23.335314428557724,120.0483686695479804;-23.335193651708217,120.0482577524461832",blue,Jimblebar Lanes,1
11874249139,"-23.334169072019230,120.0509828718249584;-23.334158430898910,120.0509368057770220;-23.334160609641182,120.0508955329617464;-23.334169569255159,120.0508223767553168;-23.334177071054656,120.0507953835749243;-23.334195501027621,120.0507577305875412;-23.334075705151690,120.0506896513682185;-23.334051493164603,120.0507393337588000;-23.334041195182174,120.0507564486220744;-23.334004426865801,120.0508270600479582;-23.333982014882479,120.0508970856335333;-23.333979840297333,120.0509237857675390;-23.333981449704236,120.0509792403097873;-23.333996783328040,120.0510344023783130;-23.334028098985498,120.0510873160624583;-23.334048407562407,120.0511109858295966;-23.334056712182095,120.0511183216383532;-23.334169072019230,120.0509828718249584",blue,Jimblebar Lanes,1
11874249152,"-23.334110020791122,120.0509875623528750;-23.334087901859485,120.0509798343890732;-23.333998063881941,120.0509766007555906;-23.333914182863383,120.0509810939836849;-23.333823071055879,120.0510120913944948;-23.333760579308413,120.0510500347866195;-23.333699346073713,120.0511074411077218;-23.333673510897040,120.0511499837516750;-23.333800875873078,120.0512716596582829;-23.333828061638479,120.0512423205427449;-23.333873849754896,120.0512040826017592;-23.333908526187626,120.0511867737945987;-23.333960177066655,120.0511699551612322;-23.334017331862611,120.0511664381427643;-23.334061843414851,120.0511720159626110;-23.334110020791122,120.0509875623528750",blue,Jimblebar Lanes,1
11874248678,"-23.318797291307234,120.0890654239607052;-23.318650944521668,120.0893332970322320;-23.318606043405655,120.0894272828758945;-23.318747685417061,120.0895098384634160;-23.318933605546286,120.0891502286592135;-23.318797291307234,120.0890654239607052",blue,Jimblebar Lanes,1
11893870269,"-23.368742147605750,120.1874092951886406;-23.368627461618945,120.1874697297645257;-23.368589713054401,120.1874949604239551;-23.368538143426067,120.1875434673099992;-23.368508515775691,120.1875869877276298;-23.368488908903357,120.1876355945967231;-23.368482039805914,120.1876602405426993;-23.368477143425088,120.1877328102068445;-23.368486597071874,120.1878268975606610;-23.368503641078697,120.1879000555405028;-23.368521682966598,120.1879567826454390;-23.368535761369856,120.1879809410038472;-23.368572401898051,120.1880417771129257;-23.368686823096043,120.1879600214144275;-23.368661379715155,120.1878951761364715;-23.368633679773022,120.1878278856238234;-23.368624571998343,120.1877873944646776;-23.368625763405800,120.1877255829033675;-23.368632994864350,120.1876967314431319;-23.368646098376270,120.1876567308149257;-23.368662720282322,120.1876269997660190;-23.368696860301884,120.1875910105049824;-23.368805677750741,120.1875294018900880;-23.368742147605750,120.1874092951886406",blue,Jimblebar Lanes,1
11879000929,"-23.365458661415160,120.1193149402922319;-23.365586534803395,120.1201864736125113;-23.365705363125733,120.1201646715957295;-23.365587297459041,120.1194120676743174;-23.365580089101832,120.1193599380601129;-23.365576946432988,120.1192986152193840;-23.365458661415160,120.1193149402922319",blue,Jimblebar Lanes,1
11910501657,"-23.383624391096034,120.1825004900929739;-23.383652823098126,120.1825336473276134;-23.383748945883254,120.1826613849039237;-23.383893995157016,120.1828272690773970;-23.384031106636225,120.1829659634110545;-23.384063871068508,120.1830044023156827;-23.384079224557233,120.1829899284844484;-23.384081030587435,120.1829891461817621;-23.384172792143997,120.1828960437630060;-23.384135512273508,120.1828608320570837;-23.383754162099929,120.1824171705896015;-23.383739092679034,120.1823853835115188;-23.383624391096034,120.1825004900929739",blue,Jimblebar Lanes,1
11941170760,"-23.382926047497628,120.1300930696679440;-23.383308858041703,120.1298485876953537;-23.383241898091019,120.1297241774177944;-23.383026425558177,120.1298635323283176;-23.382859268127644,120.1299686594027000;-23.382926047497628,120.1300930696679440",blue,Jimblebar Lanes,1
11950243917,"-23.393955490485751,120.0894918859723134;-23.393582503616717,120.0894828626377732;-23.393573703323510,120.0896305449177781;-23.393952197262191,120.0896418181022269;-23.393955490485751,120.0894918859723134",blue,Jimblebar Lanes,1
11973544320,"-23.372163534895408,120.1541231765768902;-23.372175824259668,120.1540885550709148;-23.372189564658667,120.1540315367237923;-23.372212263220834,120.1539064479382003;-23.372219608601179,120.1537947571483124;-23.372214309119597,120.1536978337840793;-23.372188062695318,120.1535994419428141;-23.372152598062087,120.1535311728683055;-23.372091491527459,120.1534609459804154;-23.372022796306805,120.1534057802727002;-23.371942089902785,120.1533596116431734;-23.371854823194103,120.1535216656469635;-23.371930471525012,120.1535741911416102;-23.371974069376386,120.1536176187498901;-23.372007914753954,120.1536649578223405;-23.372024247430644,120.1536995812803008;-23.372038769557305,120.1537508311642074;-23.372044982711852,120.1538100025432374;-23.372039897352375,120.1539120109672972;-23.372024156336589,120.1540189088262508;-23.372020702676251,120.1540982270117889;-23.372163534895408,120.1541231765768902",blue,Jimblebar Lanes,1
11962694718,"-23.384294522985856,120.0980031401829914;-23.384419370127257,120.0980887265253143;-23.384487251897756,120.0981468262745104;-23.384585433332025,120.0980212536205896;-23.384528654261357,120.0979737173776283;-23.384463297719041,120.0979257893367672;-23.384364806375985,120.0978716974325473;-23.384294522985856,120.0980031401829914",blue,Jimblebar Lanes,1
12003034405,"-23.306367443754919,120.0948547231968486;-23.306381257592566,120.0948567780068038;-23.306400396356749,120.0948665596352322;-23.306416373284672,120.0948822092419417;-23.306430362932089,120.0949009884165423;-23.306438211189596,120.0949255375629905;-23.306448945752985,120.0949605518520945;-23.306449645560348,120.0950394791079660;-23.306578398092839,120.0950447692632391;-23.306581764141243,120.0949560619614633;-23.306580063774386,120.0949029546905773;-23.306577817871005,120.0948631486220253;-23.306567266650432,120.0948184518254666;-23.306547233464401,120.0947789379535415;-23.306531981258693,120.0947548773183134;-23.306511491710482,120.0947325767840798;-23.306489285641214,120.0947137970491303;-23.306459313904343,120.0946974618653702;-23.306422115730952,120.0946923735604456;-23.306343559471529,120.0947051804263931;-23.306367443754919,120.0948547231968486",blue,Jimblebar Lanes,1
12010447342,"-23.383773482970347,120.1295644031902425;-23.383765810996913,120.1295549157535296;-23.383695040018915,120.1294965223975977;-23.383633471430472,120.1294634607063193;-23.383569009672706,120.1294439934669650;-23.383480166116619,120.1294364565590969;-23.383412536300855,120.1294446674183138;-23.383348875605568,120.1294656907715987;-23.383316997029781,120.1294870097020773;-23.383261277002765,120.1295251491624882;-23.383328236953449,120.1296495594400475;-23.383381605218439,120.1296261881072669;-23.383413932679161,120.1296138671047367;-23.383455830107877,120.1296043830485907;-23.383496551083627,120.1296042880224749;-23.383537090055769,120.1296091809487736;-23.383590266273090,120.1296260067312077;-23.383624931741053,120.1296471345934372;-23.383656344859205,120.1296749128536302;-23.383773482970347,120.1295644031902425",blue,Jimblebar Lanes,1
12013874160,"-23.368663227988058,120.0962748690741953;-23.368658355740879,120.0962628389443905;-23.368608734160011,120.0961292363454859;-23.368571293462143,120.0960247799404083;-23.368551445376639,120.0959694219575385;-23.368535114931963,120.0959269742411782;-23.368522032512572,120.0958930356275045;-23.368491359852331,120.0958016853170730;-23.368485675661606,120.0957873078543291;-23.368429014056054,120.0956445112715054;-23.368405826092505,120.0955861211606714;-23.368318393863816,120.0953788701495085;-23.368196305379619,120.0954347074686538;-23.368241508313370,120.0955487491198320;-23.368260456620193,120.0955931530793650;-23.368280667290006,120.0956435231221355;-23.368304306565803,120.0957024022799079;-23.368360968673558,120.0958434384045916;-23.368367374712780,120.0958594785715070;-23.368406081735463,120.0959560130011621;-23.368416277318868,120.0959813447335501;-23.368429447908197,120.0960227163988615;-23.368448484663958,120.0960735753777322;-23.368471402398161,120.0961297159958031;-23.368543762136937,120.0963159382841833;-23.368548363596767,120.0963276749858250;-23.368663227988058,120.0962748690741953",blue,Jimblebar Lanes,1
12009429353,"-23.307010152161747,120.1039575094283547;-23.307015917123464,120.1036887465402486;-23.306866757353664,120.1036891275806796;-23.306874692581401,120.1037253153176555;-23.306877425514648,120.1039569135571836;-23.307010152161747,120.1039575094283547",blue,Jimblebar Lanes,1
12030074354,"-23.305257679695432,120.1040522590470242;-23.305258639269577,120.1041701120069087;-23.305252804105633,120.1043684565632571;-23.305385712226237,120.1043659227433835;-23.305386131754793,120.1041613184108542;-23.305384988865731,120.1040530501551944;-23.305257679695432,120.1040522590470242",blue,Jimblebar Lanes,1
12054752403,"-23.330577770995363,120.0570045674977525;-23.330603691858859,120.0569781623929070;-23.330659243134847,120.0568985543506608;-23.331136232758210,120.0563156796185742;-23.331351098396656,120.0560882039547173;-23.331354259730713,120.0560840964345761;-23.331266795919031,120.0559875586797732;-23.331263454171675,120.0559910793682190;-23.331016069080638,120.0562708775433607;-23.330714129004382,120.0566194276699532;-23.330501959521360,120.0568909149720405;-23.330481636129461,120.0569191787200323;-23.330577770995363,120.0570045674977525",blue,Jimblebar Lanes,1
12057794601,"-23.366711276597532,120.0831727215983348;-23.366724674807247,120.0830491970301816;-23.366758396185659,120.0828981911398766;-23.366780905490174,120.0828035191464992;-23.366800965795170,120.0827479682788644;-23.366828251560180,120.0826845936454440;-23.366874671709047,120.0826463557475621;-23.366922799423015,120.0826359918872260;-23.366955662878401,120.0826438183870219;-23.366984550852071,120.0826611315291898;-23.367004949858831,120.0826843122863357;-23.367017761462972,120.0827180552750764;-23.367152122459727,120.0826866696008758;-23.367134443714138,120.0826229984912403;-23.367112705306619,120.0825473951104492;-23.367103862878756,120.0825262690093164;-23.367072905843782,120.0824822554437319;-23.367045914943968,120.0824615193178252;-23.367013053748496,120.0824457707563993;-23.366976217992012,120.0824362813307555;-23.366941005006614,120.0824353987001899;-23.366880506454489,120.0824494782396636;-23.366829573517933,120.0824816520294016;-23.366773218668450,120.0825295717697086;-23.366725980354300,120.0825872724549414;-23.366678372536599,120.0826742162813136;-23.366627319010108,120.0828126043726738;-23.366594686807530,120.0829436584779510;-23.366577686414073,120.0830341253080569;-23.366562845232768,120.0831517815838872;-23.366711276597532,120.0831727215983348",blue,Jimblebar Lanes,1
12058291651,"-23.372634617816989,120.1571545220737088;-23.372839838770784,120.1571861265134077;-23.372864528686882,120.1570436288883446;-23.372653168100887,120.1570116328170034;-23.372634617816989,120.1571545220737088",blue,Jimblebar Lanes,1
11991978101,"-23.311964307594175,120.1228986167918744;-23.312025143229852,120.1229689414645213;-23.312233471586676,120.1231854920276691;-23.312268041937560,120.1232235398425309;-23.312372720008302,120.1231129315261532;-23.312334809667773,120.1230722427962472;-23.312127926514553,120.1228537362670223;-23.312068985246414,120.1227894755239466;-23.311964307594175,120.1228986167918744",blue,Jimblebar Lanes,1
12066800203,"-23.319875224354409,120.1104239628636833;-23.319931489192544,120.1103750650849186;-23.320087729414375,120.1102421611481367;-23.320191948639822,120.1101574706569206;-23.320299870327623,120.1100708243535693;-23.320422690481177,120.1099822230016355;-23.320602046343916,120.1098447238894100;-23.320505757123474,120.1096674000631743;-23.320293527175384,120.1098343357062340;-23.320240696160566,120.1098734533959906;-23.320180097162429,120.1099231333050267;-23.320071091265024,120.1100123224184657;-23.319938965430085,120.1101211684047684;-23.319793829163593,120.1102602347024350;-23.319767728249501,120.1102847815335952;-23.319875224354409,120.1104239628636833",blue,Jimblebar Lanes,1
12059555302,"-23.310227068433467,120.0945977639181806;-23.310162973813137,120.0948738580706748;-23.310149840699137,120.0950176279259110;-23.310149084170728,120.0951375346366296;-23.310146713157585,120.0952197869929599;-23.310159036956055,120.0953809675596022;-23.310170845099084,120.0954507020692484;-23.310305924456814,120.0954332045029692;-23.310303952493502,120.0953826400975902;-23.310297564087188,120.0953047882893148;-23.310291466891147,120.0951556379448425;-23.310299190424094,120.0949843850125154;-23.310314846869065,120.0948574374852542;-23.310341157463735,120.0947308818975194;-23.310357797728099,120.0946367963232727;-23.310227068433467,120.0945977639181806",blue,Jimblebar Lanes,1
12071796423,"-23.402139610159785,120.0865675406650354;-23.402146937963022,120.0865174659100476;-23.402170982315088,120.0864224028084307;-23.402187970488270,120.0863747737930648;-23.402045868961965,120.0863204833082249;-23.402026349478363,120.0863792617193958;-23.402021010657541,120.0864202409094626;-23.402016022117054,120.0864993633838602;-23.402014471082706,120.0865557957428896;-23.402139610159785,120.0865675406650354",blue,Jimblebar Lanes,1
