WKT,label,fillColor
"POLYGON((120.1086470991955184 -23.384782575824005, 120.1086119850280459 -23.384741413440566, 120.1085751092509470 -23.384683367263880, 120.1085473273761952 -23.384598953710278, 120.1085394985118499 -23.384531418760492, 120.1085445797169682 -23.384464512160333, 120.1085706877359882 -23.384384688041588, 120.1086307310989534 -23.384270002166383, 120.1086557649388595 -23.384214466458690, 120.1087921055479050 -23.384257044611053, 120.1087641381529747 -23.384320526706552, 120.1087283492336548 -23.384424099949464, 120.1087115312406872 -23.384485141024893, 120.1087075251260194 -23.384541122185800, 120.1087145696802744 -23.384581028511688, 120.1087288516181303 -23.384620120159813, 120.1087539904903840 -23.384670585295119, 120.1087654357220052 -23.384703628298899, 120.1086470991955184 -23.384782575824005 ))",lane,blue
"POLYGON((120.2189429655067040 -23.365174357831888, 120.2189112889228318 -23.365345376794443, 120.2188804834423464 -23.365382585207197, 120.2187519653490772 -23.365314452653770, 120.2187670232964695 -23.365259461533994, 120.2187908797475879 -23.365148939337953, 120.2189429655067040 -23.365174357831888 ))",lane,blue
"POLYGON((120.0815216351372934 -23.387194745928754, 120.0815138027076507 -23.387074932866318, 120.0815109590062905 -23.386966314384373, 120.0815327634245679 -23.386882699298535, 120.0815532010052786 -23.386834388130149, 120.0815858640143699 -23.386786434635643, 120.0816229287784218 -23.386747418630278, 120.0816662533494428 -23.386714269712053, 120.0817145663408623 -23.386687800856819, 120.0817548604464930 -23.386675690455049, 120.0818097273750204 -23.386665652574204, 120.0818741796604867 -23.386665002155541, 120.0818723307403188 -23.386801973146595, 120.0818136499845935 -23.386819325633897, 120.0817693464699356 -23.386839111859324, 120.0817320854590250 -23.386868737724089, 120.0817044097065303 -23.386906306405437, 120.0816756608648313 -23.386984144889787, 120.0816681383228330 -23.387105948720250, 120.0816606135517541 -23.387195067444013, 120.0815216351372934 -23.387194745928754 ))",lane,blue
"POLYGON((120.0551115160229060 -23.330986603993753, 120.0552501885953188 -23.330804629376062, 120.0554190801551941 -23.330590231901569, 120.0555431984947492 -23.330678771329603, 120.0553954304005191 -23.330863366962160, 120.0552308415423650 -23.331068373012646, 120.0551115160229060 -23.330986603993753 ))",lane,blue
"POLYGON((120.0821421853877179 -23.387029698723076, 120.0819588085925832 -23.387092231958094, 120.0818792960321212 -23.387113743744233, 120.0817783628216656 -23.387109709471458, 120.0816987503089430 -23.387099709953346, 120.0816180609877768 -23.387075444866837, 120.0815300342445416 -23.387019219088940, 120.0814736853228724 -23.386810122708838, 120.0816072816594153 -23.386767919003755, 120.0816431816209794 -23.386858469985443, 120.0816664609202770 -23.386889703806303, 120.0817302313048282 -23.386928961917642, 120.0818017270669553 -23.386952417013617, 120.0818760574047594 -23.386950680292838, 120.0819701430405829 -23.386934942931975, 120.0820849614279038 -23.386896717359125, 120.0821421853877179 -23.387029698723076 ))",lane,blue
"POLYGON((120.1140011897432369 -23.381187402180948, 120.1142290610658595 -23.381037726063602, 120.1143201235824061 -23.381150743606744, 120.1140948925344289 -23.381294369517335, 120.1140011897432369 -23.381187402180948 ))",lane,blue
"POLYGON((120.1852493481202723 -23.380761944525156, 120.1853001039140998 -23.380702067542918, 120.1853106658131798 -23.380689604461399, 120.1854407336533374 -23.380536254339873, 120.1856655652001560 -23.380271097729782, 120.1857038028763615 -23.380221427128316, 120.1857458555189358 -23.380181145635143, 120.1858586293857865 -23.380279981399497, 120.1858193151843907 -23.380319539788665, 120.1857841085770283 -23.380357020327976, 120.1855582989548060 -23.380621545184619, 120.1854277420677099 -23.380774443993896, 120.1854170823653999 -23.380786907103314, 120.1853661309527970 -23.380846603560653, 120.1852493481202723 -23.380761944525156 ))",lane,blue
"POLYGON((120.1844632686089822 -23.381683762389172, 120.1844958347015497 -23.381648810732966, 120.1846266854170581 -23.381502051583788, 120.1847452289786608 -23.381590682892482, 120.1846842039996253 -23.381652820062988, 120.1846431321295191 -23.381733280482910, 120.1846400030850310 -23.381742942443165, 120.1844632686089822 -23.381683762389172 ))",lane,blue
"POLYGON((120.1826180880732555 -23.384188852828230, 120.1825824862566381 -23.384167735041992, 120.1825370050576239 -23.384128200842271, 120.1825189099391267 -23.384105904287352, 120.1825072695875022 -23.384079994277022, 120.1824965076238011 -23.384027087200941, 120.1824938647752451 -23.383995396041396, 120.1825001204442527 -23.383940588013335, 120.1825184061260692 -23.383888936715803, 120.1825300429924462 -23.383863742388033, 120.1825944893419080 -23.383776052071971, 120.1826408448955646 -23.383729449026690, 120.1827975350112266 -23.383866374791568, 120.1827511803011723 -23.383925347614798, 120.1827205714677950 -23.383977815040902, 120.1827175408484626 -23.383996596298607, 120.1827192052152080 -23.384021696541604, 120.1827209679947937 -23.384055735501351, 120.1827228282389370 -23.384084808463948, 120.1826180880732555 -23.384188852828230 ))",lane,blue
"POLYGON((120.0713270110732351 -23.385667052089774, 120.0712480829306576 -23.385653350472011, 120.0712380091794946 -23.385653082474679, 120.0712294025445160 -23.385653807252694, 120.0712135586059864 -23.385656520483021, 120.0711959545172009 -23.385663748733052, 120.0711852945131645 -23.385671787615321, 120.0711672994516086 -23.385682537300602, 120.0710245055289031 -23.385664881126250, 120.0710274349398078 -23.385596169332895, 120.0710336931642531 -23.385578831800084, 120.0710449395320011 -23.385564111264515, 120.0710969679316203 -23.385521298795724, 120.0711321761584528 -23.385507564618463, 120.0711628858677429 -23.385500152049110, 120.0712265566017599 -23.385512323083349, 120.0712595168752496 -23.385520891264242, 120.0713175154652795 -23.385539564821891, 120.0713401082823475 -23.385543531152352, 120.0713270110732351 -23.385667052089774 ))",lane,blue
