WKT,label,fillColor
"POLYGON((120.0975642839154108 -23.322435464124312, 120.0974764566579746 -23.322436121211114, 120.0965718760307596 -23.322457597492037, 120.0959847635735844 -23.322462640655657, 120.0959866120319262 -23.322318897888354, 120.0974458347641558 -23.322297082804867, 120.0975631007876644 -23.322296327029764, 120.0975642839154108 -23.322435464124312 ))",lane,blue
"POLYGON((120.0967036847832764 -23.380815464684114, 120.0967518096682913 -23.380898969530981, 120.0967754824896393 -23.380964062121490, 120.0967828223008886 -23.381031055468677, 120.0967769586760880 -23.381098052582387, 120.0967594557957300 -23.381155211368067, 120.0967195589560197 -23.381256077072287, 120.0966850385106876 -23.381316130003797, 120.0966690977418416 -23.381333109137325, 120.0965358832770165 -23.381238342269856, 120.0965629733369869 -23.381217296889959, 120.0965820424421877 -23.381180272405926, 120.0965916254899961 -23.381155800986859, 120.0966101049371260 -23.381077152818877, 120.0966135251499082 -23.381034625087521, 120.0966092190553048 -23.380994266528679, 120.0965966966519368 -23.380941630825850, 120.0965724384213177 -23.380897214892893, 120.0967036847832764 -23.380815464684114 ))",lane,blue
"POLYGON((120.1093347371574513 -23.321439634839552, 120.1092222797238598 -23.321678394610148, 120.1090590797108243 -23.322170794454081, 120.1089800697811451 -23.322391938064569, 120.1088144855383459 -23.322342506187757, 120.1088341410811505 -23.322299883534622, 120.1089331969783711 -23.322024559994600, 120.1090180723863130 -23.321763596665753, 120.1090632480942672 -23.321625981282474, 120.1091583940421069 -23.321382621642359, 120.1093347371574513 -23.321439634839552 ))",lane,blue
"POLYGON((120.0714101432147072 -23.364146774485377, 120.0713852816559654 -23.363860290291470, 120.0713833252896390 -23.363855866622324, 120.0715245523655758 -23.363844269169678, 120.0715242592699275 -23.363848874061229, 120.0715580209164417 -23.364135265425870, 120.0714101432147072 -23.364146774485377 ))",lane,blue
"POLYGON((120.2167505398087902 -23.368472928649899, 120.2163692910755525 -23.368300853707312, 120.2164326593173000 -23.368179846559002, 120.2166921391806370 -23.368295524768551, 120.2168148861320991 -23.368352643545388, 120.2167505398087902 -23.368472928649899 ))",lane,blue
"POLYGON((120.1320049964419222 -23.378204309882354, 120.1319266605374839 -23.378270063605190, 120.1316524382609925 -23.378533789659267, 120.1315305821606001 -23.378632421485079, 120.1313567937458256 -23.378748674744131, 120.1312905744011853 -23.378652534409796, 120.1313249990630068 -23.378622096740986, 120.1314779556792024 -23.378510093071120, 120.1315896405946625 -23.378416610696876, 120.1318321768906606 -23.378186120531254, 120.1318895830024017 -23.378121817424655, 120.1320049964419222 -23.378204309882354 ))",lane,blue
"POLYGON((120.0500682964181602 -23.325309592152569, 120.0500438404012621 -23.325233213491511, 120.0500412941982921 -23.325184547718266, 120.0500428573135060 -23.325159085393163, 120.0500664230704718 -23.325088381325172, 120.0501089632082489 -23.325025797976048, 120.0501629472968495 -23.324977477237904, 120.0502186930874418 -23.324947394648257, 120.0502807955830541 -23.324909906436399, 120.0503132622467638 -23.324851118155693, 120.0504776739283972 -23.324916351178557, 120.0504563557122096 -23.324958703434944, 120.0504308313906253 -23.324992750178839, 120.0503882892146558 -23.325025447422112, 120.0503418346139177 -23.325053811844593, 120.0502621289223835 -23.325111620407232, 120.0502349416256898 -23.325140972527229, 120.0502190018235998 -23.325172127245707, 120.0502142109678039 -23.325194159458215, 120.0502067810011644 -23.325239306753628, 120.0502036533483122 -23.325269374332983, 120.0500682964181602 -23.325309592152569 ))",lane,blue
"POLYGON((120.1213690511463813 -23.314526010339184, 120.1204803189528030 -23.314610685345278, 120.1204658350599180 -23.314478504402104, 120.1213543716470363 -23.314393829451809, 120.1213690511463813 -23.314526010339184 ))",lane,blue
"POLYGON((120.0799181203274445 -23.405386000529244, 120.0799007144313450 -23.405431150670474, 120.0797919787422070 -23.405746475597663, 120.0796656143458749 -23.405708047955583, 120.0797664265571163 -23.405371958507807, 120.0797811927266040 -23.405340894414482, 120.0799181203274445 -23.405386000529244 ))",lane,blue
"POLYGON((120.1429802964536384 -23.381320800919727, 120.1430673297149520 -23.381150488488476, 120.1432023023164714 -23.381211215391791, 120.1431120415054639 -23.381380896711298, 120.1429802964536384 -23.381320800919727 ))",lane,blue
